Слово,Транскрипция
шолоховед,ʂəɫəxɐˈvʲet
шолоховский,ˈʂoɫəxəfskʲɪɪ̯
шомпол,ˈʂompəɫ
шомпольный,ˈʂompəlʲnɨɪ̯
шона,ˈʂonə
шоопирование,ʂɐɐˈpʲirəvənʲɪɪ̯ə
шоопировать,ʂɐɐˈpʲirəvətʲ
шоопироваться,ʂɐɐˈpʲirəvət͡sə
шоп,ʂop
шоп-стюард,ˌʂop ˈsʲtʲuərt
шоп-тур,ˌʂop ˈtur
шопеновский,ʂɐˈpɛnəfskʲɪɪ̯
шопинг,ˈʂopʲɪnk
шопинговый,ˈʂopʲɪnɡəvɨɪ̯
шоппинг,ˈʂopʲɪnk
шор,ʃor
шорец,ˈʂorʲɪt͡s
шорка,ˈʂorkə
шорканье,ˈʂorkənʲɪ̯ə
шоркать,ˈʂorkətʲ
шоркнуть,ˈʂorknʊtʲ
шорник,ˈʂornʲɪk
шорничать,ˈʂornʲɪt͡ɕɪtʲ
шорничество,ˈʂornʲɪt͡ɕɪstvə
шорный,ˈʂornɨɪ̯
шорня,ˈʂornʲə
шорох,ˈʂorəx
шорский,ˈʂorskʲɪɪ̯
шорт-лист,ˌʂort ˈlʲist
шорт-трек,ˌʂort ˈtrʲek
шорт-трекист,ˌʂort trɛˈkʲist
шортгорн,ʂɐrdˈɡorn
шортики,ˈʂortʲɪkʲɪ
шорты,ˈʂortɨ
шоры,ˈʂorɨ
шоссе,ʂɐˈsːɛ
шоссейка,ʂɐˈsɛɪ̯kə
шоссейник,ʂɐˈsɛɪ̯nʲɪk
шоссейно-кольцевой,ʂɐˌsɛɪ̯nə kəlʲt͡sɨˈvoɪ̯
шоссейный,ʂɐˈsːɛɪ̯nɨɪ̯
шоссированный,ʂɐˈsʲirəvənːɨɪ̯
шоссировать,ʂɐˈsʲirəvətʲ
шоссироваться,ʂɐˈsʲirəvət͡sə
шотландец,ʂɐˈtɫanʲdʲɪt͡s
шотландка,ʂɐˈtɫantkə
шотландский,ʂɐˈtɫantskʲɪɪ̯
шотландцы,ʂɐˈtɫanʲdʲɪt͡s
шотт,ʂot
шоу,ˈʂoʊ
шоу-бизнес,ˌʂoʊ ˈbʲiznɛs
шоу-бизнесмен,ˌʂoʊ bʲɪznɛˈsmʲen
шоумен,ʂoʊˈmɛn
шоферить,ʂəfʲɪˈrʲitʲ
шоферня,ʂəfʲɪrˈnʲa
шоферюга,ʂəfʲɪˈrʲuɡə
шофёр,ʂɐˈfʲɵr
шофёрить,ʂɐˈfʲɵrʲɪtʲ
шофёришка,ʂɐˈfʲɵrʲɪʂkə
шофёрский,ʂɐˈfʲɵrskʲɪɪ̯
шофёрша,ʂɐˈfʲɵrʂə
шрам,ʂram
шрамик,ˈʂramʲɪk
шрамистый,ˈʂramʲɪstɨɪ̯
шрапнель,ʂrɐˈpnɛlʲ
шрапнельный,ʂrɐˈpnʲelʲnɨɪ̯
шредер,ˈʂrɛdɛr
шредеровать,ʂrɛdɛrɐˈvatʲ
шредероваться,ʂrɛdɛrɐˈvat͡sːə
шри-ланкийский,ʂrʲi ɫɐnˈkʲiɪ̯skʲɪɪ̯
шримс,ʂrʲims
шрифт,ʂrʲift
шрифтовик,ʂrʲɪftɐˈvʲik
шрифтовой,ʂrʲɪftɐˈvoɪ̯
шрифтолитейный,ˌʂrʲiftəlʲɪˈtʲeɪ̯nɨɪ̯
шрифтоноситель,ʂrʲɪftənɐˈsʲitʲɪlʲ
шропшир,ʂrɐˈpʂɨr
шрот,ʂrot
шхеры,ˈʂxʲerə
шхуна,ˈʂxunə
шэ,ʃa
шэд,ʂɛt
шэн,ʂɛn
шюцкор,ʂʊt͡sˈkor
шюцкоровец,ʂʊt͡sˈkorəvʲɪt͡s
шёл,ɪˈtʲːi
шёлк,ʂoɫk
шёлковый,ˈʂoɫkəvɨɪ̯
шёлкокручение,ˌʂoɫkəkrʊˈt͡ɕenʲɪɪ̯ə
шёлкомотальный,ˌʂoɫkəmɐˈtalʲnɨɪ̯
шёлкомотальня,ˈʂoɫkəmɐˈtalʲnʲə
шёлкомотальщик,ˈʂoɫkəmɐˈtalʲɕːɪk
шёлкомотальщица,ˈʂoɫkəmɐˈtalʲɕːɪt͡sə
шёлкомотание,ˌʂoɫkəmɐˈtanʲɪɪ̯ə
шёлкообрабатывающий,ˈʂoɫkɐɐbrɐˈbatɨvəjʉɕːɪɪ̯
шёлкоотделочный,ˈʂoɫkɐɐˈdʲeɫət͡ɕnɨɪ̯
шёлкопрядение,ˌʂoɫkəprʲɪˈdʲenʲɪɪ̯ə
шёлкопрядильный,ˌʂoɫkəprʲɪˈdʲilʲnɨɪ̯
шёлкопрядильня,ˌʂoɫkəprʲɪˈdʲilʲnʲə
шёлкотканый,ˌʂoɫkɐˈtkanɨɪ̯
шёлкоткацкий,ˌʂoɫkɐˈtkat͡skʲɪɪ̯
шёлкоткачество,ˌʂoɫkɐˈtkat͡ɕɪstvə
шёпот,ˈʂopət
шёпотный,ˈʂopətnɨɪ̯
шёпотом,ˈʂopətəm
шёптанный,ˈʂoptənːɨɪ̯
шёрстка,ˈʂorstkə
шёрстность,ˈʂorsnəsʲtʲ
Щеглов,ɕːɪˈɡɫof
Щедрин,ɕːɪˈdrʲin
Щелконогов,ɕːɪɫkɐˈnoɡəf
Щепетильников,ɕːɪpʲɪˈtʲilʲnʲɪkəf
Щепкин,ˈɕːepkʲɪn
Щепочкин,ˈɕːepət͡ɕkʲɪn
Щербаков,ɕːɪrbɐˈkof
Щербинин,ɕːɪrˈbʲinʲɪn
Щукарёв,ɕːʊkɐˈrʲɵf
Щукин,ˈɕːʉkʲɪn
Щучин,ˈɕːʉt͡ɕɪn
Щёголев,ˈɕːɵɡəlʲɪf
Щёлоков,ˈɕːɵɫəkəf
ща,ɕːa
щавелевокислый,ɕːɪˌvʲelʲɪvɐˈkʲisɫɨɪ̯
щавелевый,ɕːɪˈvʲelʲɪvɨɪ̯
щавель,ɕːɪˈvʲelʲ
щавельный,ɕːɪˈvʲelʲnɨɪ̯
щавелёк,ɕːɪvʲɪˈlʲɵk
щадить,ɕːɪˈdʲitʲ
щадиться,ɕːɪˈdʲit͡sːə
щадящий,ɕːɪˈdʲæɕːɪɪ̯
щадящийся,ɕːɪˈdʲæɕːɪɪ̯sʲə
щажённый,ɕːɪˈʐonːɨɪ̯
щаной,ɕːɪˈnoɪ̯
щас,ɕːas
щебенить,ɕːɪˈbʲenʲɪtʲ
щебениться,ɕːɪˈbʲenʲɪt͡sə
щебень,ˈɕːebʲɪnʲ
щебет,ˈɕːebʲɪt
щебетание,ɕːɪbʲɪˈtanʲɪɪ̯ə
щебетать,ɕːɪbʲɪˈtatʲ
щебетунья,ɕːɪbʲɪˈtunʲɪ̯ə
щебечущий,ɕːɪˈbʲet͡ɕʉɕːɪɪ̯
щебневой,ɕːɪbnʲɪˈvoɪ̯
щебнистый,ɕːɪbˈnʲistɨɪ̯
щебёнка,ɕːɪˈbʲɵnkə
щебённый,ɕːɪˈbʲɵnːɨɪ̯
щебёнчатый,ɕːɪˈbʲɵnʲt͡ɕɪtɨɪ̯
щеврица,ɕːɪˈvrʲit͡sə
щеглиха,ɕːɪˈɡlʲixə
щегловка,ɕːɪˈɡɫofkə
щегловый,ɕːɪˈɡɫovɨɪ̯
щеглячий,ɕːɪˈɡlʲæt͡ɕɪɪ̯
щеглёнок,ɕːɪˈɡlʲɵnək
щегол,ɕːɪˈɡoɫ
щеголевато,ɕːɪɡəlʲɪˈvatə
щеголеватость,ɕːɪɡəlʲɪˈvatəsʲtʲ
щеголеватый,ɕːɪɡəlʲɪˈvatɨɪ̯
щеголиха,ɕːɪɡɐˈlʲixə
щегольнуть,ɕːɪɡɐlʲˈnutʲ
щегольски,ɕːɪɡɐlʲˈskʲi
щегольской,ɕːɪɡɐlʲˈskoɪ̯
щегольство,ɕːɪɡɐlʲˈstvo
щеголяние,ɕːɪɡɐˈlʲænʲɪɪ̯ə
щеголять,ɕːɪɡɐˈlʲætʲ
щедрина,ɕːɪˈdrʲinə
щедриться,ɕːɪˈdrʲit͡sːə
щедро,ˈɕːedrə
щедролюбивый,ɕːɪdrəlʲʉˈbʲivɨɪ̯
щедролюбие,ɕːɪdrɐˈlʲʉbʲɪɪ̯ɪ
щедрость,ˈɕːedrəsʲtʲ
щедрота,ɕːɪdrɐˈta
щедроты,ɕːɪdrɐˈta
щедрый,ˈɕːedrɨɪ̯
щека,ɕːɪˈka
щекастая,ɕːɪˈkastɨɪ̯
щекастый,ɕːɪˈkastɨɪ̯
щековина,ɕːɪkɐˈvʲinə
щеколда,ɕːɪˈkoɫdə
щекотание,ɕːɪkɐˈtanʲɪɪ̯ə
щекотать,ɕːɪkɐˈtatʲ
щекотаться,ɕːɪkɐˈtat͡sːə
щекотить,ɕːɪkɐˈtʲitʲ
щекотка,ɕːɪˈkotkə
щекотливо,ɕːɪkɐˈtlʲivə
щекотливость,ɕːɪkɐˈtlʲivəsʲtʲ
щекотливый,ɕːɪkɐˈtlʲivɨɪ̯
щекотно,ɕːɪˈkotnə
щекотнуть,ɕːɪkɐtˈnutʲ
щекотный,ɕːɪˈkotnɨɪ̯
щекочущий,ɕːɪˈkot͡ɕʉɕːɪɪ̯
щекочущийся,ɕːɪˈkot͡ɕʉɕːɪɪ̯sʲə
щелевание,ɕːɪlʲɪˈvanʲɪɪ̯ə
щелеватый,ɕːɪlʲɪˈvatɨɪ̯
щелевой,ɕːɪlʲɪˈvoɪ̯
щелезуб,ɕːɪlʲɪˈzup
щелеобразно,ɕːɪlʲɪɐˈbraznə
щелеобразный,ɕːɪlʲɪɐˈbraznɨɪ̯
щелинный,ɕːɪˈlʲinːɨɪ̯
щелистость,ɕːɪˈlʲistəsʲtʲ
щелистый,ɕːɪˈlʲistɨɪ̯
щелка,ˈɕːɵɫkə
щелкануть,ɕːɪɫkɐˈnutʲ
щелканье,ˈɕːɵɫkənʲɪ̯ə
щелкать,ˈɕːɵɫkətʲ
щелкнуть,ˈɕːɵɫknʊtʲ
щелкопёр,ɕːɪɫkɐˈpʲɵr
щелкун,ɕːɪɫˈkun
щелкунчик,ɕːɪɫˈkunʲt͡ɕɪk
щелкушка,ɕːɪɫˈkuʂkə
щелоктать,ɕːɪɫɐˈktatʲ
щелокчить,ɕːɪɫɐkˈt͡ɕitʲ
щелочение,ɕːɪɫɐˈt͡ɕenʲɪɪ̯ə
щелочить,ɕːɪɫɐˈt͡ɕitʲ
щелочиться,ɕːɪɫɐˈt͡ɕit͡sːə
щелочной,ɕːɪɫɐt͡ɕˈnoɪ̯
щелочённый,ɕːɪɫɐˈt͡ɕɵnːɨɪ̯
щелчок,ɕːɪɫˈt͡ɕɵk
щель,ɕːelʲ
щемить,ɕːɪˈmʲitʲ
щемящий,ɕːɪˈmʲæɕːɪɪ̯
щен,ɕːen
щениться,ɕːɪˈnʲit͡sːə
щенок,ɕːɪˈnok
щеночек,ɕːɪˈnot͡ɕɪk
щенячий,ɕːɪˈnʲæt͡ɕɪɪ̯
щепа,ɕːɪˈpa
щепальный,ɕːɪˈpalʲnɨɪ̯
щепание,ɕːɪˈpanʲɪɪ̯ə
щепанный,ˈɕːepənːɨɪ̯
щепать,ɕːɪˈpatʲ
щепаться,ɕːɪˈpat͡sːə
щепающий,ɕːɪˈpajʉɕːɪɪ̯
щепающийся,ɕːɪˈpajʉɕːɪɪ̯sʲə
щепетильничать,ɕːɪpʲɪˈtʲilʲnʲɪt͡ɕɪtʲ
щепетильно,ɕːɪpʲɪˈtʲilʲnə
щепетильность,ɕːɪpʲɪˈtʲilʲnəsʲtʲ
щепетильный,ɕːɪpʲɪˈtʲilʲnɨɪ̯
щепить,ɕːɪˈpʲitʲ
щепиться,ɕːɪˈpʲit͡sːə
щепка,ˈɕːepkə
щеплющий,ˈɕːeplʲʉɕːɪɪ̯
щеплющийся,ˈɕːeplʲʉɕːɪɪ̯sʲə
щеплять,ɕːɪˈplʲætʲ
щепной,ɕːɪˈpnoɪ̯
щеповоз,ɕːɪpɐˈvos
щепотка,ɕːɪˈpotkə
щепоточка,ɕːɪˈpotət͡ɕkə
щепоть,ɕːɪˈpotʲ
щепочка,ˈɕːepət͡ɕkə
щербак,ɕːɪrˈbak
щербатость,ɕːɪrˈbatəsʲtʲ
щербатый,ɕːɪrˈbatɨɪ̯
щербина,ɕːɪrˈbʲinə
щербинка,ɕːɪrˈbʲinkə
щербить,ɕːɪrˈbʲitʲ
щербиться,ɕːɪrˈbʲit͡sːə
щерблённый,ɕːɪrˈblʲɵnːɨɪ̯
щерить,ˈɕːerʲɪtʲ
щериться,ˈɕːerʲɪt͡sə
щерящий,ˈɕːerʲɪɕːɪɪ̯
щерящийся,ˈɕːerʲɪɕːɪɪ̯sʲə
щетина,ɕːɪˈtʲinə
щетинисто,ɕːɪˈtʲinʲɪstə
щетинистый,ɕːɪˈtʲinʲɪstɨɪ̯
щетинить,ɕːɪˈtʲinʲɪtʲ
щетиниться,ɕːɪˈtʲinʲɪt͡sə
щетинка,ɕːɪˈtʲinkə
щетинки,ɕːɪˈtʲinkə
щетинный,ɕːɪˈtʲinːɨɪ̯
щетиновидно,ɕːɪtʲɪnɐˈvʲidnə
щетинообразно,ɕːɪˌtʲinɐɐˈbraznə
щетинообразный,ɕːɪˌtʲinɐɐˈbraznɨɪ̯
щетиноподобный,ɕːɪtʲɪnəpɐˈdobnɨɪ̯
щетинохвостка,ɕːɪtʲɪnɐˈxvostkə
щетинящий,ɕːɪˈtʲinʲɪɕːɪɪ̯
щетинящийся,ɕːɪˈtʲinʲɪɕːɪɪ̯sʲə
щец,ɕːet͡s
щи,ɕːi
щиколка,ˈɕːikəɫkə
щиколотка,ˈɕːikəɫətkə
щип,ɕːip
щипальный,ɕːɪˈpalʲnɨɪ̯
щипание,ɕːɪˈpanʲɪɪ̯ə
щипанный,ˈɕːipənːɨɪ̯
щипануть,ɕːɪpɐˈnutʲ
щипаный,ˈɕːipənɨɪ̯
щипать,ɕːɪˈpatʲ
щипаться,ɕːɪˈpat͡sːə
щипач,ɕːɪˈpat͡ɕ
щипающий,ɕːɪˈpajʉɕːɪɪ̯
щипающийся,ɕːɪˈpajʉɕːɪɪ̯sʲə
щипец,ɕːɪˈpʲet͡s
щипка,ˈɕːipkə
щипковый,ɕːɪpˈkovɨɪ̯
щипком,ɕːɪpˈkom
щиплющий,ˈɕːiplʲʉɕːɪɪ̯
щиплющийся,ˈɕːiplʲʉɕːɪɪ̯sʲə
щипнуть,ɕːɪˈpnutʲ
щиповка,ɕːɪˈpofkə
щипок,ɕːɪˈpok
щипцовый,ɕːɪpˈt͡sovɨɪ̯
щипцы,ɕːɪpˈt͡sɨ
щипчики,ˈɕːipt͡ɕɪkʲɪ
щирица,ɕːɪˈrʲit͡sə
щит,ɕːit
щитень,ˈɕːitʲɪnʲ
щитковый,ɕːɪˈtkovɨɪ̯
щитовидка,ɕːɪtɐˈvʲitkə
щитовидный,ɕːɪtɐˈvʲidnɨɪ̯
щитовка,ɕːɪˈtofkə
щитовник,ɕːɪˈtovnʲɪk
щитовой,ɕːɪtɐˈvoɪ̯
щиток,ɕːɪˈtok
щитолистник,ɕːɪtɐˈlʲisʲnʲɪk
щитомордник,ɕːɪtɐˈmord⁽ʲ⁾nʲɪk
щитоносец,ɕːɪtɐˈnosʲɪt͡s
щитообразный,ɕːɪtɐɐˈbraznɨɪ̯
щишки,ˈɕːiʂkʲɪ
щука,ˈɕːukə
щукинский,ˈɕːʉkʲɪnskʲɪɪ̯
щуковский,ˈɕːukəfskʲɪɪ̯
щунять,ɕːʉˈnʲatʲ
щуп,ɕːup
щупальца,ˈɕːupəlʲt͡sə
щупальце,ˈɕːupəlʲt͡sə
щупальцевый,ˈɕːupəlʲt͡sɨvɨɪ̯
щупание,ˈɕːupənʲɪɪ̯ə
щупанный,ˈɕːupənːɨɪ̯
щупанье,ˈɕːupənʲɪ̯ə
щупать,ˈɕːupətʲ
щупаться,ˈɕːupət͡sə
щупик,ˈɕːʉpʲɪk
щупленький,ˈɕːuplʲɪnʲkʲɪɪ̯
щупловатый,ɕːʊpɫɐˈvatɨɪ̯
щуплость,ˈɕːupɫəsʲtʲ
щуплый,ˈɕːupɫɨɪ̯
щур,ɕːur
щурить,ˈɕːʉrʲɪtʲ
щуриться,ˈɕːʉrʲɪt͡sə
щурка,ˈɕːurkə
щурящий,ˈɕːʉrʲɪɕːɪɪ̯
щурящийся,ˈɕːʉrʲɪɕːɪɪ̯sʲə
щурёнок,ɕːʉˈrʲɵnək
щучанский,ɕːʉˈt͡ɕanskʲɪɪ̯
щучий,ˈɕːʉt͡ɕɪɪ̯
щучина,ˈɕːʉt͡ɕɪnə
щучить,ˈɕːʉt͡ɕɪtʲ
щучка,ˈɕːʉt͡ɕkə
щёголь,ˈɕːɵɡəlʲ
щёки,ɕːɪˈka
щёкот,ˈɕːɵkət
щёлк,ɕːɵɫk
щёлка,ˈɕːɵɫkə
щёлканье,ˈɕːɵɫkənʲɪ̯ə
щёлкать,ˈɕːɵɫkətʲ
щёлкаться,ˈɕːɵɫkət͡sə
щёлкнуть,ˈɕːɵɫknʊtʲ
щёлкнуться,ˈɕːɵɫknʊt͡sə
щёлковский,ˈɕːɵɫkəfskʲɪɪ̯
щёлок,ˈɕːɵɫək
щёлочка,ˈɕːɵɫət͡ɕkə
щёлочность,ˈɕːɵɫət͡ɕnəsʲtʲ
щёлочь,ˈɕːɵɫət͡ɕ
щённая,ˈɕːɵnːɨɪ̯
щётка,ˈɕːɵtkə
щётковидно,ˈɕːɵtkəvʲɪdnə
щётковидный,ˌɕːɵtkɐˈvʲidnɨɪ̯
щёткодержатель,ˌɕːɵtkədʲɪrˈʐatʲɪlʲ
щёткообразно,ˌɕːɵtkɐɐˈbraznə
щёткообразный,ˌɕːɵtkɐɐˈbraznɨɪ̯
щёточка,ˈɕːɵtət͡ɕkə
щёточница,ˈɕːɵtət͡ɕnʲɪt͡sə
щёточный,ˈɕːɵtət͡ɕnɨɪ̯
щёчка,ˈɕːɵt͡ɕkə
щёчный,ˈɕːɵt͡ɕnɨɪ̯
Ыйм,ɨɪ̯m
ы,ɨ
ыканье,ˈɨkənʲɪ̯ə
ыкать,ˈɨkətʲ
ыр,ɨr
ых,ɨx
ЭВМ,ɛvɛˈɛm
ЭДС,ɛdɛˈɛs
ЭЭГ,ɛɛˈɡɛ
Эвелина,ɛvʲɪˈlʲinə
Эверест,ɛvʲɪˈrʲest
Эвридика,ɛvrʲɪˈdʲikə
Эвтерпа,ɛˈftʲerpə
Эдгар,ˈɛdɡər
Эдгард,ˈɛdɡərt
Эдем,ɛˈdɛm
Эдип,ɛˈdʲip
Эдмунд,ˈɛdmʊnt
Эдуард,ɛdʊˈart
Эдуардович,ɛdʊˈardəvʲɪt͡ɕ
Эзоп,ɛˈzop
Эйлер,ˈɛɪ̯lʲɪr
Эйнштейн,ɛnˈʂtɛɪ̯n
Эйяфьядлайёкюдль,ˈɛɪ̯ːɪfʲɪ̯ɪdɫɐˌjɵkʲʊdlʲ
Эмилия,ɛˈmʲilʲɪɪ̯ə
Эмираты,ɛmʲɪˈratɨ
Эмма,ˈɛmːə
Эол,ɛˈoɫ
Эос,ˈɛəs
Эр-Рияд,ɛr rʲɪˈjat
Эраст,ɛˈrast
Эрато,ɛˈratə
Эреб,ɛˈrɛp
Эритрея,ɛrʲɪˈtrʲeɪ̯ə
Эрмитаж,ɛrmʲɪˈtaʂ
Эрос,ˈɛrəs
Эрот,ɛˈrot
Эфиопия,ɛfʲɪˈopʲɪɪ̯ə
Эхо,ˈɛxə
э,e
э-ге-ге,ˌɛ ˌɣʲe ˈɣʲe
э-хе-хе,ˌɛ ˌxʲe ˈxʲe
э-э,ɛː
э-э-э,ɛː
эбен,ɛˈbʲen
эбеновый,ɛˈbʲenəvɨɪ̯
эбертистский,ɛbʲɪrˈtʲisːkʲɪɪ̯
эбонит,ɛbɐˈnʲit
эбонитовый,ɛbɐˈnʲitəvɨɪ̯
эбулиоскоп,ɛbʊlʲɪɐˈskop
эбулиоскопически,ɛbʊlʲɪəskɐˈpʲit͡ɕɪskʲɪ
эбулиоскопический,ɛbʊlʲɪəskɐˈpʲit͡ɕɪskʲɪɪ̯
эбулиоскопия,ɛbʊlʲɪəskɐˈpʲiɪ̯ə
эбуллиоскопический,ɛbʊlʲɪəskɐˈpʲit͡ɕɪskʲɪɪ̯
эва,ˈɛvə
эвакогоспиталь,ɛˌvakɐˈɡospʲɪtəlʲ
эвакоприёмник,ɛvəkəprʲɪˈjɵmnʲɪk
эвакопункт,ɛˌvakɐˈpunkt
эвакуатор,ɛvəkʊˈatər
эвакуационный,ɛvəkʊət͡sɨˈonːɨɪ̯
эвакуация,ɛvəkʊˈat͡sɨɪ̯ə
эвакуированный,ɛvəkʊˈirəvənːɨɪ̯
эвакуировать,ɛvəkʊˈirəvətʲ
эвакуироваться,ɛvəkʊˈirəvət͡sə
эвальвация,ɛvɐlʲˈvat͡sɨɪ̯ə
эвапоратор,ɛvəpɐˈratər
эвапорация,ɛvəpɐˈrat͡sɨɪ̯ə
эвапорограф,ɛvəpɐˈroɡrəf
эвапорография,ɛvəpərɐˈɡrafʲɪɪ̯ə
эвгенол,ɛvɡʲɪˈnoɫ
эвглена,ɛvˈɡlʲenə
эвдемонизм,ɛvdɛmɐˈnʲizm
эвдемонистический,ɛvdɛmənʲɪˈsʲtʲit͡ɕɪskʲɪɪ̯
эвдиалит,ɛvdʲɪɐˈlʲit
эвдидимит,ɛvdʲɪdʲɪˈmʲit
эвдиометр,ɛvdʲɪˈomʲɪtr
эвекция,ɛˈvʲekt͡sɨɪ̯ə
эвен,ɛˈvʲen
эвенк,ɛˈvʲenk
эвенка,ɛˈvʲenkə
эвенки,ɛˈvʲenk
эвенкийка,ɛvʲɪnˈkʲiɪ̯kə
эвенкийский,ɛvʲɪnˈkʲiɪ̯skʲɪɪ̯
эвенский,ɛˈvʲenskʲɪɪ̯
эвентуальность,ɛvʲɪntʊˈalʲnəsʲtʲ
эвентуальный,ɛvʲɪntʊˈalʲnɨɪ̯
эвены,ɛˈvʲen
эверестский,ɛvʲɪˈrʲesːkʲɪɪ̯
эвикция,ɛˈvʲikt͡sɨɪ̯ə
эвисцерация,ɛvʲɪst͡sɨˈrat͡sɨɪ̯ə
эвкалипт,ɛfkɐˈlʲipt
эвкалиптовый,ɛfkɐˈlʲiptəvɨɪ̯
эвклаз,ɛfˈkɫas
эвклидов,ɛfˈklʲidəf
эвколит,ɛfkɐˈlʲit
эвкоммия,ɛˈfkomʲːɪɪ̯ə
эвокация,ɛvɐˈkat͡sɨɪ̯ə
эвольвента,ɛvɐlʲˈvʲentə
эволюта,ɛvɐˈlʲutə
эволюционизм,ɛvəlʲʊt͡sɨɐˈnʲizm
эволюционирование,ɛvəlʲʊt͡sɨɐˈnʲirəvənʲɪɪ̯ə
эволюционировать,ɛvəlʲʊt͡sɨɐˈnʲirəvətʲ
эволюционист,ɛvəlʲʊt͡sɨɐˈnʲist
эволюционистский,ɛvəlʲʊt͡sɨɐˈnʲisːkʲɪɪ̯
эволюционный,ɛvəlʲʊt͡sɨˈonːɨɪ̯
эволюция,ɛvɐˈlʲut͡sɨɪ̯ə
эвось,ˈɛvəsʲ
эвося,ˈɛvəsʲə
эвоэ,ɛvɐˈɛ
эвпатрид,ɛfpɐˈtrʲit
эвпатриды,ɛfpɐˈtrʲit
эврибатный,ɛvrʲɪˈbatnɨɪ̯
эврибионтный,ɛvrʲɪbʲɪˈontnɨɪ̯
эвригалинный,ɛvrʲɪɡɐˈlʲinːɨɪ̯
эврика,ˈɛvrʲɪkə
эвриптерида,ɛvrʲɪptɛˈrʲidə
эвристика,ɛˈvrʲisʲtʲɪkə
эвристически,ɛvrʲɪˈsʲtʲit͡ɕɪskʲɪ
эвристический,ɛvrʲɪˈsʲtʲit͡ɕɪskʲɪɪ̯
эвристичность,ɛvrʲɪˈsʲtʲit͡ɕnəsʲtʲ
эвристичный,ɛvrʲɪˈsʲtʲit͡ɕnɨɪ̯
эвритермный,ɛvrʲɪˈtɛrmnɨɪ̯
эвритмия,ɛvrʲɪtˈmʲiɪ̯ə
эвритопный,ɛvrʲɪˈtopnɨɪ̯
эвритроф,ɛvrʲɪˈtrof
эврифаг,ɛvrʲɪˈfak
эврифагия,ɛvrʲɪˈfaɡʲɪɪ̯ə
эвриэдафический,ɛvrʲɪɛdɐˈfʲit͡ɕɪskʲɪɪ̯
эвстазия,ɛfˈstazʲɪɪ̯ə
эвтаназия,ɛftɐˈnazʲɪɪ̯ə
эвтектика,ɛˈftɛktʲɪkə
эвтектический,ɛftɛˈktʲit͡ɕɪskʲɪɪ̯
эвтрофикация,ɛftrəfʲɪˈkat͡sɨɪ̯ə
эвтрофирование,ɛftrɐˈfʲirəvənʲɪɪ̯ə
эвфемизация,ɛfʲːɪmʲɪˈzat͡sɨɪ̯ə
эвфемизм,ɛfʲːɪˈmʲizm
эвфемистически,ɛfʲɪmʲɪˈsʲtʲit͡ɕɪskʲɪ
эвфемистический,ɛfʲːɪmʲɪˈsʲtʲit͡ɕɪskʲɪɪ̯
эвфемистично,ɛfʲːɪmʲɪˈsʲtʲit͡ɕnə
эвфемистичность,ɛfʲːɪmʲɪˈsʲtʲit͡ɕnəsʲtʲ
эвфемистичный,ɛfʲːɪmʲɪˈsʲtʲit͡ɕnɨɪ̯
эвфонический,ɛfːɐˈnʲit͡ɕɪskʲɪɪ̯
эвфония,ɛfːɐˈnʲiɪ̯ə
эвфуизм,ɛfːʊˈizm
эвфуистический,ɛfːʊɪˈsʲtʲit͡ɕɪskʲɪɪ̯
эвхлена,ɛfˈxlʲenə
эгалитаризм,ɛɡəlʲɪtɐˈrʲizm
эгалитарист,ɛɡəlʲɪtɐˈrʲist
эгалитарность,ɛɡəlʲɪˈtarnəsʲtʲ
эгалитарный,ɛɡəlʲɪˈtarnɨɪ̯
эге,ɛˈɡʲe
эгей,ɛˈɣʲeɪ̯
эгейский,ɛˈɡʲeɪ̯skʲɪɪ̯
эгида,ɛˈɡʲidə
эгирин,ɛɡʲɪˈrʲin
эглестонит,ɛɡlʲɪstɐˈnʲit
эго,ˈɛɡə
эгоизм,ɛɡɐˈizm
эгоист,ɛɡɐˈist
эгоистически,ɛɡəɪˈsʲtʲit͡ɕɪskʲɪ
эгоистический,ɛɡəɪˈsʲtʲit͡ɕɪskʲɪɪ̯
эгоистично,ɛɡəɪˈsʲtʲit͡ɕnə
эгоистичность,ɛɡəɪˈsʲtʲit͡ɕnəsʲtʲ
эгоистичный,ɛɡəɪˈsʲtʲit͡ɕnɨɪ̯
эгоистка,ɛɡɐˈistkə
эготизм,ɛɡɐˈtʲizm
эготический,ɛɡɐˈtʲit͡ɕɪskʲɪɪ̯
эгофутуризм,ɛɡəfʊtʊˈrʲizm
эгофутурист,ɛɡəfʊtʊˈrʲist
эгоцентризм,ɛɡət͡sɨnˈtrʲizm
эгоцентрик,ɛɡɐˈt͡sɛntrʲɪk
эгоцентрист,ɛɡət͡sɨnˈtrʲist
эгоцентристский,ɛɡət͡sɨnˈtrʲisːkʲɪɪ̯
эгоцентрический,ɛɡət͡sɨnˈtrʲit͡ɕɪskʲɪɪ̯
эгоцентричность,ɛɡət͡sɨnˈtrʲit͡ɕnəsʲtʲ
эгоцентричный,ɛɡət͡sɨnˈtrʲit͡ɕnɨɪ̯
эгрегор,ɛˈɡrʲeɡər
эгрет,ɛˈɡrɛt
эгретка,ɛˈɡrɛtkə
эгутёр,ɛɡʊˈtʲɵr
эдак,ˈɛdək
эдакий,ˈɛdəkʲɪɪ̯
эдафон,ɛdɐˈfon
эдельвейс,ɛdɛlʲˈvʲeɪ̯s
эдем,ɛˈdɛm
